STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,vehicle,Vehicles,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2016,,76.7,,b,break in time series,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2017,,75.9,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2018,,75.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2019,,74.9,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2020,,84.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2021,,85.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2022,,78.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FI,Finland,2023,,76.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2008,,72.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2009,,74.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2010,,74.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2011,,73.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2012,,73.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2013,,71.9,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2014,,71.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2015,,71.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2016,,70.9,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2017,,70.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2018,,69.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2019,,69.3,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2020,,81.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2021,,79.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2022,,71.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,FR,France,2023,,68.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2008,,59.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2009,,60.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2010,,59.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2011,,58.5,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2012,,59.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2013,,58.3,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2014,,57.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2015,,56.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2016,,55.5,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2017,,53.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2018,,50.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2019,,48.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2020,,69.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2021,,63.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2022,,48.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HR,Croatia,2023,,45.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2008,,58.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2009,,61.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2010,,59.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2011,,58.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2012,,57.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2013,,57.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2014,,57.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2015,,57.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2016,,57.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2017,,57.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2018,,58.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2019,,58.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2020,,73.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2021,,71.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2022,,63.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,HU,Hungary,2023,,61.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2008,,72.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2009,,72.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2010,,73.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2011,,72.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2012,,72.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2013,,72.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2014,,71.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2015,,72.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2016,,73.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2017,,72.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2018,,71.2,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2019,,71.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2020,,82.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2021,,81.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2022,,72.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IE,Ireland,2023,,69.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2008,,76.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2009,,77.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2010,,76.3,,b,break in time series,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2011,,75.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2012,,72.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2013,,73.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2014,,74.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2015,,75.3,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2016,,75.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2017,,76.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2018,,75.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2019,,74.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2020,,81.3,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2021,,80.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2022,,73.9,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,IT,Italy,2023,,74.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2008,,86.0,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2009,,87.1,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2010,,85.4,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2011,,83.3,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2012,,84.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2013,,83.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2014,,78.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2015,,79.2,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2016,,79.8,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2017,,81.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2018,,79.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2019,,79.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2020,,91.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2021,,91.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2022,,87.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LT,Lithuania,2023,,85.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2008,,77.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2009,,78.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2010,,76.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2011,,76.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2012,,75.4,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2013,,75.0,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2014,,75.5,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2015,,74.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2016,,74.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2017,,74.3,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2018,,74.1,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2019,,73.9,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2020,,83.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2021,,82.8,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2022,,75.7,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LU,Luxembourg,2023,,74.6,,e,estimated,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LV,Latvia,2008,,68.7,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LV,Latvia,2009,,68.6,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LV,Latvia,2010,,65.9,,,,,
dataflow,ESTAT:TRAN_HV_MS_PSMOD(1.0),"Modal split of air, sea and inland passenger transport",A,Annual,CAR,Passenger cars,PC,Percentage,LV,Latvia,2011,,62.6,,,,,
